STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
USW00024234,"SEATTLE BOEING FIELD, WA US",12/16/24,0.12,,51,41
USW00024234,"SEATTLE BOEING FIELD, WA US",12/17/24,0.65,,56,43
USW00024234,"SEATTLE BOEING FIELD, WA US",12/18/24,0.26,,57,45
USW00024234,"SEATTLE BOEING FIELD, WA US",12/19/24,0.1,,54,45
USW00024234,"SEATTLE BOEING FIELD, WA US",12/20/24,0,,55,41
USW00024234,"SEATTLE BOEING FIELD, WA US",12/21/24,0.31,,54,41
USW00024234,"SEATTLE BOEING FIELD, WA US",12/22/24,0.19,,53,42
USW00024234,"SEATTLE BOEING FIELD, WA US",12/23/24,0.11,,57,43
USW00024234,"SEATTLE BOEING FIELD, WA US",12/24/24,0.09,,52,42
USW00024234,"SEATTLE BOEING FIELD, WA US",12/25/24,0.74,,45,36
USW00024234,"SEATTLE BOEING FIELD, WA US",12/26/24,0.18,,52,44
USW00024234,"SEATTLE BOEING FIELD, WA US",12/27/24,0.14,,49,43
USW00024234,"SEATTLE BOEING FIELD, WA US",12/28/24,0.13,,51,45
USW00024234,"SEATTLE BOEING FIELD, WA US",12/29/24,0.13,,47,40
USW00024234,"SEATTLE BOEING FIELD, WA US",12/30/24,0,,47,38
USW00024234,"SEATTLE BOEING FIELD, WA US",12/31/24,0,,46,34
